,Datetime,Tweet Id,Text,Username
0,2021-11-09 04:50:28+00:00,1457933585919320065,@Gk9959004431 Google pay customer care helpline number,Hasmukh23479073
1,2021-11-09 04:50:10+00:00,1457933510677725191,@Gk9959004431 Google pay customer care number,Hasmukh23479073
2,2021-10-31 11:20:41+00:00,1454770297530306567,"@Flipkart Order: OD123252714713408000
My order didn’t go through but the payment was deducted from the bank. It was via Google pay UPI and honestly your customer care is so lazy that no one calls and there is no way to reach via email or chat. When will I have my refund",adityasingla236
3,2021-05-30 16:23:15+00:00,1399038707974295552,@Google.pay customer care number☎ 7319033864..,ShilaDe38039981
4,2021-03-28 14:50:40+00:00,1376184971044384771,"and now the customer care say this, Investigation is being done.

My Google pay Transaction Id CICAgOCw96uulA

Upi transaction id 
106615366918
Dinesh kumar 
Mobile: 09039799650",Dinesh_korba
5,2020-12-17 09:30:00+00:00,1339503099141099520,Google pay customer care helphline numberxxxx9129533412xxxxxphonepe https://t.co/GarL40ukq5,AariyaRaaz
6,2020-12-17 09:27:00+00:00,1339502344027795456,"Google pay customer care helphline number,,9129533412,,,,phonepe https://t.co/31t0O4zboF",AariyaRaaz
7,2020-11-12 04:18:59+00:00,1326741255024377856,Google pay customer care number/8355844401//8902053259 hores 24×7,porurivenkanna
8,2020-11-05 10:17:21+00:00,1324294726221099008,"#tezindia #tezindia google pay customer care number 09330443584 Google's simple and secure digital payment app made for businesses of all sizes. Receive instant payments directly to your bank account, . https://t.co/mXJUkBXaP6",hzdhfxhf
9,2020-10-14 10:13:05+00:00,1316321120002306049,#Google_Pay_customer_care_number7420811295_7387060648 https://t.co/yuAuYj3A9K,RajaBha87996749
10,2020-10-14 10:12:08+00:00,1316320878578208770,#Google_Pay_customer_care_number7420811295_7387060648 https://t.co/yjYlWqSn2f,RajaBha87996749
11,2020-10-13 15:02:49+00:00,1316031645305262080,google-pay-customer-care-number-8597857602-8159881623- https://t.co/2OornCdiTc #awesome,Rahux6
12,2020-10-11 06:28:34+00:00,1315177454982492161,#Google_pay_customer_care_number7420811295 https://t.co/dSFvVGzlu9,RajaBha87996749
13,2020-10-11 06:28:17+00:00,1315177383863881737,#Google_pay_customer_care_number7420811295 https://t.co/xTjpavT4uz,RajaBha87996749
14,2020-10-10 07:38:10+00:00,1314832582668738566,"#googlepay customer care number 07047427140 tezindian nice Google pay Have a question? We’re here to help you between 7AM-11PM. Please don’t share any personal or banking information publicly, instead you can DM us those details.24 house https://t.co/vjnwMG0K8e",Parmana95274048
15,2020-10-10 07:36:06+00:00,1314832062487031808,"#googlepay customer care number 08388098166 nice Google pay Have a question? We’re here to help you between 7AM-11PM. Please don’t share any personal or banking information publicly, instead you can DM us thos anything inquiry center call https://t.co/jOfHA98qB5",Parmana95274048
16,2020-09-16 13:49:58+00:00,1306228839325011969,@GooglePayIndia hello. My relative has been duped by someone calling himself customer care from google pay. His mob +917865012248 is available on google which comes as cc executive from ur side. Pl take action and help her in getting her money back. Thanks,teekay5292
17,2020-08-31 19:55:32+00:00,1300522631720873984,"@hd_kumaraswamy Help me Sir my daughter RD  96110 /- 
But miss use Google pay customer care services 8389994345
Fraud mobile number",BossVasantha
18,2020-08-23 16:29:13+00:00,1297571608668729344,"Google pay customer care number 7318704121
Google pay customer care number 7318704121
Google pay customer care number 7318704121
Google pay customer care number 7318704121",KotakMahindra7
19,2020-07-19 05:40:02+00:00,1284724661339619328,Cash papa loan customer care number 08768211500==07542925315==call me Google pay https://t.co/oiYers1LKo,EOrensanz
20,2020-07-19 02:56:31+00:00,1284683511010476032,Cash papa loan customer care number 08768211500==07542925315==call me Google pay https://t.co/vnntunzPag,ErikaChamber95
21,2020-07-14 14:26:01+00:00,1283045088499773441,@DhroovKaushik @AmanKaushik8444 @noida_authority @CeoNoida @CPCB_OFFICIAL @CMOfficeUP @dmgbnagar Google. Pay. Customer care no. (6289702011) https://t.co/BxevB0uCK7,PurenRajukumar
22,2020-07-14 14:24:01+00:00,1283044582989672453,@DishPatani Google. Pay. Customer care no. (6289702011) https://t.co/OJT372QqPf,PurenRajukumar
23,2020-07-14 14:22:33+00:00,1283044214390034438,@imVkohli @SGanguly99 Google. Pay. Customer care no. (6289702011) https://t.co/54SfJZfk6k,PurenRajukumar
24,2020-07-14 14:18:40+00:00,1283043237398290433,@mdcunha Google. Pay. Customer care no. (6289702011),PurenRajukumar
25,2020-07-13 06:18:03+00:00,1282559900309045248,"Hi zoom car team I want Refund By paytm on 9313666999 or google pay. Today is 45 days Complete for Refund, so pls initiated my Refund you are already very late. I am very dipperessed pls take care the emotion of customers. #zoomcarindia",DevTattoos
26,2020-07-10 17:52:34+00:00,1281647514802810880,"#googlepay... #googlepay...#googlepay customer care number 8343953870) all Google pay mobile recharge Bill 
@8343953870@@8343953870
24 hours working day https://t.co/IwDgNyXxIY",Covid19Corona11
27,2020-07-08 14:40:32+00:00,1280874412170817536,Google pay customer care number 8637857493 https://t.co/qv94TZ5JrR,ErikaChamber95
28,2020-07-08 14:32:32+00:00,1280872401773801472,Google pay customer care number 8637857493 https://t.co/mKLy8tK688,AayushiBansal93
29,2020-07-08 14:32:32+00:00,1280872400989483008,Google pay customer care number 8637857493 https://t.co/CgBZ32ml4o,dasrani_das
30,2020-07-08 14:32:32+00:00,1280872400532369408,Google pay customer care number 8637857493 https://t.co/wlbMuBMGjy,AayushiBansal93
31,2020-07-08 14:32:32+00:00,1280872399953489924,Google pay customer care number 8637857493 https://t.co/Tpj2rUFWbr,dasrani_das
32,2020-07-08 12:33:32+00:00,1280842455307280386,Google pay customer care number 8637857493 https://t.co/lpBas4gt8q,MaryDSouza15
33,2020-07-07 17:01:44+00:00,1280547559103008769,#googlepay... Customer care helpline number%%7679159909%%9576313963 refund pending Google pay best India successful Google play https://t.co/QEMK1KPepU,DeepakK12313937
34,2020-06-21 15:14:36+00:00,1274722395677495297,"@JioMart_Support I have placed an order and after paying the amount INR 1176 via google pay , the order has  not confirmed yet. Called the customer care but being in queue for 25 minutes there is no response.  The amount has been debited. My order id is 15927389839013359M",Salonis51798648
35,2020-06-05 09:50:32+00:00,1268842634585559042,"@ICICIBank Unfortunately i have transferred my money to this fake number 8609272715 through google pay, I want my transaction back, please help me out, I was trying to call you over customer care but didn't answered by anyone.",abhishukla419
36,2020-06-02 01:07:19+00:00,1267623796497879040,"Google pay customer care No 8159812924/ , thanks for the #Follow! #JayDiggler #Viral",JayDigglerInc
37,2020-05-23 21:32:32+00:00,1264308255204929536,@GooglePayIndia Take a look at Google Pay customer care number..7029502961 (@Google_Pay_Help): https://t.co/34XRY68LDs,ArvindCrazyBall
38,2020-05-21 03:07:08+00:00,1263305298196004866,"Google pay customer care 8159812924/ , thanks for the #Follow! #JayDiggler #Viral",JayDigglerInc
39,2020-05-12 17:10:55+00:00,1260256150492114945,Google pay customer care helpline number;;- 8101701066;;-8167346333;;Excited to help and support for few days thanks for again. https://t.co/RVrKLXPE9q,allbank10
40,2020-05-11 05:38:35+00:00,1259719532672774144,@9875331783N Google pay customer care number,Custome69201611
41,2020-04-29 04:07:47+00:00,1255348028883587074,Google pay customer care number 9875331783//https://t.co/Fet21mIQja https://t.co/jKlNvG97iS https://t.co/j4wEWL6G2x,9875331783N
42,2020-04-29 04:07:28+00:00,1255347946931060737,Google pay customer care number 9875331783//https://t.co/Fet21mIQja https://t.co/EFUzy4IFzc,9875331783N
43,2020-04-29 04:07:05+00:00,1255347848813649921,Google pay customer care number 9875331783//https://t.co/Fet21mIQja https://t.co/FLGPWqfKxZ,9875331783N
44,2020-04-29 04:06:56+00:00,1255347813971607553,Google pay customer care number 9875331783//https://t.co/Fet21mIQja https://t.co/ZD4cKZMo9E,9875331783N
45,2020-04-29 04:06:37+00:00,1255347732811825154,Google pay customer care number 9875331783//https://t.co/Fet21mIQja https://t.co/Sfs87EvDOb,9875331783N
46,2020-04-29 04:05:14+00:00,1255347386609815554,9875331783 Google pay customer care numberhttps://twitter.com/Custome98985113/status/1255332526689837056?s=19 https://t.co/Lp2VWmBu99,9875331783N
47,2020-04-12 09:33:58+00:00,1249269521459712000,@Ramlal Google pay customer care ###9330388104,Sapana56300501
48,2020-02-25 15:43:06+00:00,1232330187540500481,"@GooglePayIndia @NPCI_NPCI very bad experience is google pay customer care service no given any response 
last december i used google pay service for money transferred 5000 but amount  cut my account &amp; payment not transferred customer a/c many time raise complain no 5921000029480",sirvikas
49,2020-02-21 11:51:40+00:00,1230822392236298240,#flipkart customer care number 7735318009 =any  call  me 24 hours  shopping pleasetact google pay customer support please,Prashan43694802
50,2020-02-18 17:36:10+00:00,1229821924236255232,"@sundarpichai sir, my father transferred me some amount through Google pay transaction ID 004709359062 on 16 feb but still I haven't received the amount . I urgently required the amount and Google pay customer care is not responding. Kindly help.",shuklasatyam92
51,2020-02-17 05:03:16+00:00,1229270062093127682,"#tez pe customer care number 
6291556794) fist upi app tez and Google pay very nice bank upi P2P. https://t.co/6NKwS94XYE",mahavar_yamini
52,2020-02-08 15:51:06+00:00,1226171604683505664,@GooglePayIndia If I pay through Google pay if it failed we will not get the money back..i tried even the customer care number 18004190157 no reply..I don trust Google pay now.,Andrew75194760
53,2020-01-31 11:01:08+00:00,1223199531090792450,@HDFCBank_Cares Issue with (UPI Ref No 002523168260) Amount deducted but not reached the merchant. Made payment via Google Pay on dated 25-01-2020 of Re 1400/- GPay Customer Care says speak you HDFC for this. Plz help as its been 7 days now. Reach me on (Check DM),SocMedia_Addict
54,2020-01-22 16:34:41+00:00,1220021978611929089,#GooglePay customer care number=8388870274__=Google pay nice best customer service available Google pay p2p payment all bank upi problem solve any problem call me 24 hours available open so call me https://t.co/cYHDNa3zPK,pravi_saini
55,2020-01-20 09:55:26+00:00,1219196729804779521,"@TheOfficialSBI it was via Google pay. 
customer care number was 7865904340",rexsonfernandes
56,2020-01-18 04:13:13+00:00,1218385830017789953,"@BarmaDixit
#Google pay customer care number
7605817041good7609081634good=%$=google p2p payment just many transfer any Bank many transfer only google payment 100% safe&amp;100% successful completion certificate from Googlepay@%~? https://t.co/e04Qk8qqJb",BarmaDixit
57,2020-01-18 04:11:34+00:00,1218385417969360896,"@BarmaDixit
#Google pay customer care number
7605817041good7609081634good=%$=google p2p payment just many transfer any Bank many transfer only google payment 100% safe&amp;100% successful completion certificate from Googlepay@%~?
9:37 AM https://t.co/RaRtb5MjlK",BarmaDixit
58,2020-01-18 04:07:31+00:00,1218384395771400193,"#Google pay customer care number
7605817041good7609081634good=%$=google p2p payment just many transfer any Bank many transfer only google payment 100% safe&amp;100% successful completion certificate from Googlepay@%~? https://t.co/hXZ5NTXa4s",BarmaDixit
59,2020-01-15 08:28:15+00:00,1217362848969449473,"@sundarpichai &amp; @Airtel_Presence very disappointing reply from both of your customer care services. 
(Google Pay) Case ID [2-4842000027386]",ni3_rai
60,2020-01-15 06:01:32+00:00,1217325929141194752,#Google_pay_customer_care_number_9861231878 https://t.co/mktjD5GVDd,Manish986123181
61,2020-01-13 07:06:55+00:00,1216617605533847552,@GooglePayIndia hii from last one hour i am trying to reach out google pay customer care but the numbers are busy and no one is answering the calls my number to call is 8793789532,akshay17676486
62,2020-01-13 03:11:33+00:00,1216558371995652096,"#GooglePay customer care number.9330985897...8240933153
Call Google pay money transfer bill payment credit card bill pay scan and send email address correct google pay customer care support and love you too baby please don't forget the world problems with my https://t.co/KOlqDZYXsr",Priyank71300842
63,2020-01-12 12:09:14+00:00,1216331299507462144,"#googlepay customer care number &gt;&gt;06289647719&lt;&lt;(GooglePay) Customer care helpline number P2P Payment or otherwise in your Google Pay Balance, or you have questions or need more information about your P2P Payment, please contact us via our Contact Us https://t.co/mbQfFzIYtO",bare58458741
64,2020-01-08 07:57:41+00:00,1214818442466844672,@GooglePayIndia google pay customer care number 7461919205,achyutha_kumar
65,2020-01-03 10:27:15+00:00,1213044143368224768,#clubfactory customer care number~09861136683~9861136683all shopping order related order exchange product replace any problem please contact us 24hours customer care support number nine google pay,Kaka12782868
66,2020-01-03 06:23:37+00:00,1212982828842926081,@Snapdeal_Help after getting sms we verified in internet for snapdeal customer care and found number 09330124355 and when contacted they asked to google pay Rs.10/- their account and all seems to be cyber fraud gang n stern action is solicited and we are approaching police,GVNagarajarao
67,2020-01-02 09:27:00+00:00,1212666591084568577,"@DCP_CCC_Delhi sir I received a fraud call from this no. 9861593056.
They claim as @redBus_in customer care and asked my Google pay no.
I have complained in redbus.
But how they came to know that I have registered a complaint in redbus.",JyotiRB94
68,2019-12-31 10:01:13+00:00,1211950429052919808,@zomatocare @Zomato +91 93826 36609 this number called me as a zomato customer care executive and asked for my Google pay account and debited my account with 2300/- to upi id 7030248414@fbl and saying that it's not deducted but got the amount to reserve and will credit my account after 30min,Vamsi73446835
69,2019-12-31 09:52:36+00:00,1211948259209441280,@zomatocare +91 93826 36609 this number called me as a zomato customer care executive and asked for my Google pay account and debited my account with 2300/- to upi id 7030248414@fbl and saying that it's not deducted but got the amount to reserve and will credit my account after 30min,Vamsi73446835
70,2019-12-30 09:17:57+00:00,1211577150920257536,"#tez app customer care number
&gt;&gt;6291556794) nice Link bank branch. Google pay all transaction. https://t.co/y9ozvOGMv3",mahavar_yamini
71,2019-12-29 15:24:13+00:00,1211306936081141760,#GooglePay Customer Care Number &gt;06297249489&lt; Google Pay (Tez) - Unified Payment Interface App ✓ Know the Process to • Download ... What are the banks that support Google Pay 24 hours contact available www.twitter. https://t.co/tZ2MLoI3jl https://t.co/thzHP5xAN1,GmkReddyPspk
72,2019-12-29 15:22:40+00:00,1211306547051032576,#GooglePay Google pay customer care number&lt;~&gt;6289219597&lt;=&gt;google pay upi problem all bank money send pending refund successful payment any problem contact customer service 24 hours available customer service Successful https://t.co/Yp71pka9Sm https://t.co/ZgmcQm6IHK,GmkReddyPspk
73,2019-12-27 13:39:09+00:00,1210555721416245248,google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 c,Parmod05420435
74,2019-12-27 10:50:28+00:00,1210513270789951488,google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 a,Parmod05420435
75,2019-12-27 10:38:55+00:00,1210510362522505216,google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457,Parmod05420435
76,2019-12-23 01:04:44+00:00,1208916314141556736,"Google pay customer care
9330938897",RameshM55606013
77,2019-12-19 23:43:36+00:00,1207808733000032256,"Google pay customer care number 7980799694,@7980799694@7980799694#7980799694@",AmitMis86047011
78,2019-12-17 10:26:35+00:00,1206883381700517888,Google Pay customer care Number  6294606866  .....  9635774447....| Google Pay कस्टमर केर नंबर | Google Pay or TEZ कस्टमर केर नंबर | Google Pay or Tez  helpline number https://t.co/A9tbhzkK55,DevKohl46731874
79,2019-12-10 07:46:23+00:00,1204306348424327168,#GooglePay Google pay customer care number //6291028209/—/6291028209 in मैं बैलेंस रिफंड https://t.co/PucTlQ42j6,Raj71267486
80,2019-12-09 14:34:17+00:00,1204046612885987329,"Still I dint receive my amount after raising a query Your Google Pay Support Inquiry - 8-3372000028986 [8-3372000028986] .
I have sent my statement also as asked by u r customer care # https://t.co/EdXU94hOpo",ganeshcheruku1
81,2019-12-07 10:03:56+00:00,1203253801483792385,#upi customer care number==6370923665 Google pay customer care number=6370923665= phonepe customer care number6370923665 all problem solve24/7 working day https://t.co/Y88aKTdfNN,AngelMi68120655
82,2019-12-05 23:19:55+00:00,1202729341584474112,"#GooglePay customer care number   =
7029268326 //// 8709474486 your all problem solve you anytime anywhere Google pay Tez customer care no",SaramaUmesh
83,2019-12-05 14:59:29+00:00,1202603404964462592,#GooglePay 8709474486...8583004904 google pay customer care,SaramaUmesh
84,2019-12-03 08:49:20+00:00,1201785476237017088,@reliancejio @JioCare @GooglePayIndia I have recharged rs 333 pack today for my jio number 7992231316 and there was offer that i will get rs 149 cashback by paying through google pay but I haven’t received any offer till now. I contacted customer care of jio they said to contact https://t.co/ugueRD3ozi,ind_nihar
85,2019-12-03 08:37:54+00:00,1201782600567681024,@GooglePayIndia  I have recharged rs 333 pack today for my jio number 7992231316 and there was offer that i will get rs 149 cashback by paying through google pay but I haven’t received any offer till now. I contacted customer care of jio they said to contact google pay but custom,ind_nihar
86,2019-11-21 00:57:31+00:00,1197318086799478784,@H8918787344 Google pay customer care number helpline,NathHareshwar
87,2019-11-20 13:46:58+00:00,1197149337010106368,#upi customer care number....06291042217 Google pay phone per Bhim app Bhim u p i fair painting process successful all problem solve24/7 working day https://t.co/R80dAdhkNz https://t.co/SRWUlHws5u,0dfffdd
88,2019-11-17 11:57:36+00:00,1196034649492901894,"#GooglePay customer care number
6291419801₹₹24/7/online Google pay UPI transaction pending faild recovery refund money https://t.co/qrBQDIqssK",RAJASTHAN_Aima
89,2019-11-11 03:55:37+00:00,1193739027402280963,Just now I called Google Pay's official support number  18004190157. But there is no such number. Dead end. Fake customer care number. @UPI_NPCI @RuPay_npci @NPCI_BHIM @GooglePayIndia @RBI @ShaktikantaRBI @narendramodi https://t.co/kopFkzKUkk,Mr_MuraliM
90,2019-11-10 17:44:03+00:00,1193585120675942400,#googlepay... Google pay customer care number...8509108671...8509108671... Google pay customer care number Google Centre service bank upi cashback return amount Bank Google Centre service amount https://t.co/6itWXLCKGO,Jfjcjcjcjx1
91,2019-11-10 05:17:09+00:00,1193397157815959552,"#google pay customer Care number
-+-9330653492+-+-7077835746.. https://t.co/7c2GLoAHhh",army_dhoni
92,2019-11-09 05:36:58+00:00,1193039757422411778,"Phone pay customer care number 6291042217 9330633855 7998451837 =9330633855
Google pay customer care number 9330633855
Mumbai Maharashtra you don't mind bs6291042217==9330633855=7998451837===9330633855=9330633855

Mumbai Maharashtra you call me I am waiting open on the phone with https://t.co/FjGu7F0HHg",0dfffdd
93,2019-11-09 03:24:59+00:00,1193006543140077568,#googlepay... customer care number==7565081809==7364069787= nice Google pay customer care upi money transfer money failed money pending  any problem solve contact Google pay customer care support https://t.co/Uinf5DvhkD,tahirftp44
94,2019-11-05 15:38:41+00:00,1191741633005441024,#googletez customer care number=7719207811=8967847136= nice Google pay Tej customer care online service any problem solve contact care https://t.co/43akWRnvs3,tahirftp44
95,2019-11-05 11:03:04+00:00,1191672273230385152,"#googletez customer care number 
6289457570""""""""""""6289457570
Nice google pay support money transfer problem money pending 
Your all issues solve this number 24x7 hour's available kgsjgskskkg
Skkvkvbkdvks kvdjsvkvskvdskv https://t.co/56uUQk8ySz",OmprakashKalw11
96,2019-11-04 09:56:54+00:00,1191293231218061312,#googletez customer care number07719207811\\8967847136(  nice Google pay Tej) customer care online upi money recharge money transfer money failed all problem solve Contact customer care https://t.co/g3Zyw9DDGw,tahirftp44
97,2019-11-03 14:47:06+00:00,1191003875941257217,"RT PINTU61087148: #googletez
#googletez customer care number =O7044927987 __O9330130700 __tez (Google pay) helpline customer care number f…2019-11-03T14:46:49.000Z",chivtatow
98,2019-11-02 01:52:23+00:00,1190446524901183488,Google pay@ customer@ care @number@6289426335,Vikashk54343536
99,2019-10-31 04:25:02+00:00,1189760165567819776,@GooglePayIndia #Google pay customer care number6289231566 https://t.co/dmDP8aaYJL,SachinAgrawal_
100,2019-10-31 04:20:18+00:00,1189758972531576833,@GooglePayIndia Google pay customer care number6289231566,SachinAgrawal_
101,2019-10-30 22:39:25+00:00,1189673185630777345,@paidkiya Google pay@customer@care @number//6289426335,Rakeshk23355766
102,2019-10-30 08:40:19+00:00,1189462019885486081,"The customer care no  of Google pay ,where you never reach (customer care no18004190157) https://t.co/vua4qTMtW9",jitendradas901
103,2019-10-29 15:34:24+00:00,1189203842212089856,"@GooglePay
@GoogleIndia
My Google pay account registered with email uak.17121993@gmail.com &amp; 8433457887 has been blocked. I have to get my amount.Your customer care help line no 04068183299 is not receiving my call.Tell me what to do?This kind of irresponsibility is not expected https://t.co/BuDIkup0Zn",iamuakhan
104,2019-10-28 17:33:50+00:00,1188871509147713537,"@GooglePayIndia 
Ticket no#57093000028260
I have recharge airtel number through Google pay but recharge has not reflecting in my number even I don't received my money back in my bank account. When I contacted to customer care they are telling it will take 3 business days",ArchiSahu95
105,2019-10-27 13:55:02+00:00,1188454057037320193,"#googletez customer care number 
@baglamukhipuja 
9330542836—-9330260776–Nice google pay customer care support for all bank UPI 24 hours available you can call this number https://t.co/DS4sciaFqf",nikleshsahu51
106,2019-10-26 08:41:16+00:00,1188012706495778816,#googletez Google pay customer care number__7719207811___8609089135__ nice Google per customer care_HD+FC Bank SBI Bank UPI Any problem solve contact support https://t.co/mCcQmxWxQH,tahirftp44
107,2019-10-20 19:38:56+00:00,1186003888932917248,#googletez Google pay customer care number//7098234571//7719207811// SBI Bank HDFC Bank all bank problem solve https://t.co/3pZhjz3xiu,PramodV457
108,2019-10-20 13:38:06+00:00,1185913080691118081,"#googletez customer care number =6289341854 ~~ 9330521648=Google Pay Customer Supports For All UPI SBI,HDFC,Andhra Bank Canara Bank Etc All Banks UPI Problems solve refund related regarding call now 24 hours
Simple and secure payment https://t.co/96Tud7TwFj",MohitJanodiya
109,2019-10-19 08:30:15+00:00,1185473221207842816,#googletez #googletez Google pay customer care number09330228570=06374465480HD~FC Bank pending and refund recharge failed upi problem solve SBI Bank BOB Bank canara Bank Indian Bank all bank money transfer successfully~~#UPI #PhonePe C06206992984=09330527095,Julia_Brent
110,2019-10-16 10:33:47+00:00,1184417146643681280,"#googletez  Customer Care no 7735887059, Send money to friends, pay bills and buy online, recharge your phone, or pay at the nearby café with Google Pay, a simple and secure payments app by Google. https://t.co/eiC4YaybOP",sanju89402051
111,2019-10-16 10:16:41+00:00,1184412843229138944,Google Pay Customer Care : 7735887059 All UPI Problem solve google pay money transfer pending all bank problem solve,sanju89402051
112,2019-10-16 07:11:40+00:00,1184366280448438273,@GooglePayIndia Google pay customer care helpline number 6291940226 https://t.co/xo5wl5Bt8q,CustomerCareN15
113,2019-10-16 06:50:05+00:00,1184360848359165953,Google pay customer care number 6291940226 / Google pay Tez customer care toll free helpline number payment of,CustomerCareN15
114,2019-10-10 18:55:52+00:00,1182369172933578752,"Profile on @Quora for Ganesh Kariappa, Google Pay,7047603197 Customer Care No,6289106890 at All Bank Upi,6289106890 (2011-present) https://t.co/J57n3PO73a",skali078692
115,2019-10-10 18:44:22+00:00,1182366277668462592,Google pay customer care number (9064309998) 24/7 helpline number with all bank related issues and complaints any time you need help in my service number??((9064309998)? https://t.co/wSNO7DpldL,Dadakumar14
116,2019-10-09 10:45:03+00:00,1181883263725424640,Google pay customer care number 8250448633#8250448633good#8250448633#8250448633,top5Hindi1
117,2019-10-04 05:19:57+00:00,1179989511557660672,"6289865412 - इस नम्बर से मुझे फोन आया और बताया गया कि ये एक Google pay का customer care number है,मुझे 1290 rs.  Google pay मे दिए गये हैं एक offer के तहत्,जिसे अपने bank मे transfer करने या Google Wallet में डालने के लिये मुझे कोइ जानकारी नही देनी है बस एक sms आएगा मेरे फोन में",DikshaM07768234
118,2019-09-30 12:42:00+00:00,1178651206966595585,"@TheOfficialSBI My account in BOB is not getting connected in phone pe and Google pay...
The account is not getting activated in phone coz no message is coming for verification
Can't connect to your customer care  too
Please help..
My contact no. 6375524720",HEY_NAANOO
119,2019-09-30 12:41:33+00:00,1178651093317718027,"@bankofbaroda My account in BOB is not getting connected in phone pe and Google pay...
The account is not getting activated in phone coz no message is coming for verification
Can't connect to your customer care  too
Please help..
My contact no. 6375524720",HEY_NAANOO
120,2019-09-30 12:40:47+00:00,1178650898387464192,"@TheOfficialSBI @TheOfficialSBI
My account in SBI is not getting connected in phone pe and Google pay...
The account is not getting activated in phone coz no message is coming for verification
Can't connect to your customer care  too
Please help..
My contact no. 6375524720",HEY_NAANOO
121,2019-09-30 12:40:42+00:00,1178650877030096896,"@TheOfficialSBI @TheOfficialSBI
My account in SBI is not getting connected in phone pe and Google pay...
The account is not getting activated in phone coz no message is coming for verification
Can't connect to your customer care  too
Please help..
My contact no. 6375524720",HEY_NAANOO
122,2019-09-30 12:40:35+00:00,1178650849964281857,"@TheOfficialSBI @TheOfficialSBI
My account in SBI is not getting connected in phone pe and Google pay...
The account is not getting activated in phone coz no message is coming for verification
Can't connect to your customer care  too
Please help..
My contact no. 6375524720",HEY_NAANOO
123,2019-09-30 12:40:30+00:00,1178650826811695104,"@TheOfficialSBI @TheOfficialSBI
My account in SBI is not getting connected in phone pe and Google pay...
The account is not getting activated in phone coz no message is coming for verification
Can't connect to your customer care  too
Please help..
My contact no. 6375524720",HEY_NAANOO
124,2019-09-30 12:40:23+00:00,1178650800823734274,"@TheOfficialSBI @TheOfficialSBI
My account in SBI is not getting connected in phone pe and Google pay...
The account is not getting activated in phone coz no message is coming for verification
Can't connect to your customer care  too
Please help..
My contact no. 6375524720",HEY_NAANOO
