,Datetime,Tweet Id,Text,Username
0,2021-11-28 10:06:57+00:00,1464898601180532738,"@Paytm @Paytmcare  i order hindi sound box but they delivered wrong language sound box.
Customer care does not response it.
Order id 16171233403
Please look into this matter
I want to return this order.",mahesh70000
1,2021-11-28 05:51:47+00:00,1464834387212582912,"3 din se customer care se bat krne ki koshish kr raha hu Mgr nahi ho PA rahi h 
Mere 2 transaction hai Jin ke bare me bat krni thi(1)Transaction ID 100003044770435
Reference no132456015462(2)Transaction ID 100003034307739
Reference no132084667812 please help me @Paytmcare @Paytm",MDanishQasmi2
2,2021-11-27 10:31:26+00:00,1464542374667845637,@Paytm Its been more then 4 months since my refund for flight cancellation is pending and whenever I call I get the response from customer care stating it will be done As Soon as Possible but no one cares and calls back . This is the Booking Id :12722579551. Need resolution ASAP,mrsaurabh10
3,2021-11-27 06:06:49+00:00,1464475780205846528,"@Mohitji01802434 @Paytm Hi Mohit, We are sorry for the unpleasant experience. You can contact our customer care executive regarding this:- Call Us :- 7872478724 or
E-mail Us : helpdesk-support@vmartretail.com",vmartretail
4,2021-11-27 01:41:08+00:00,1464408920013692934,"Dear @Paytm @Paytmcare @PaytmTravel 

Have raised an issue with ticket ID 22053401869 since last night but still no response yet. 

Customer care number is always busy, is this the kind of customer service ?",SamarMirza110
5,2021-11-23 14:08:12+00:00,1463147374717530114,@Paytm can you please solve the issue regarding my ticket no. 3127143836. I did what so ever your customer care executive told me to do. Please help me to get my money.,Kanika00312997
6,2021-11-23 10:29:48+00:00,1463092411807059968,"@Paytm @Paytmcare  I already has shared the proofs many times via mail and app. Since 10 months I have filed numerous complaints via call to customer care and mail. Still, no refund update. Try to resolve asap. contact 9882878371, 8219567056",Ashish979187
7,2021-11-23 10:04:45+00:00,1463086107155841026,"@PaytmBank @Paytm 

You have the worst customer care service. your customer care executive doesn't have the basic knowledge, about how to talk to the customer.

Ticket ID : 3127148484",mrmayankbansal
8,2021-11-23 07:00:05+00:00,1463039633420214279,"@Paytmcare @Paytm Waiting for refund on booking ID 10202265376, ref- 197232892. On August 31, support team indicated that a refund will be provided in 7-10 working days. Still waiting for the refund for the last 100 days. No positive outcome from call with customer care",rachitG8
9,2021-11-22 17:25:56+00:00,1462834746094800901,"@Paytm @PaytmTravel 
Hi cancelled my ticket on 15th October 2021
But refund is not processed yet. On customer care it was promised that refund will be processed by 15th November but it didn't processed

Booking id 15473362956",IamRishabh_tw
10,2021-11-22 07:45:29+00:00,1462688674013855746,"@Paytmcare @Paytm Name - anishkumar
Acc no - 918451853106
Ifsc - PYTM0123456
Money has gone into this account by mistake
 please help
 Your Customers Care are not listening",AdeshSardar
11,2021-11-18 09:22:02+00:00,1461263419143712768,"Dear Team, 
this is to inform you that, I am unable to log in to my account 9437365463. it is showing blocked. I repeatedly tried to contact your customer care helpline but it was unable. @Paytm @Paytmcare  Please help me to unblock my account so that I can start the transition.",GOPALDAS1996
12,2021-11-17 19:46:22+00:00,1461058150950313985,"Hii @GooglePlay @Paytm 
+917381719235 this mobile number are using your name to fraud people through your platform.
he take money from people through using name of your customer care service..so plz take step about this one.
@CybercrimeCID plz look this matter..I'm victim of this",vipulvalaki182
13,2021-11-16 17:09:37+00:00,1460656313327763456,"I used @Paytm rent pay 2 days Ago And it's been 48 hours. Amount is not credited yet In my landlord account.. 
The customer care Is wrost No human Interaction not even reply in Via chat @Paytmcare @PaytmMoney @PaytmBank @PaytmFirstGames 
Account details 6392402162... 
@RBI",abhitiwari492
14,2021-11-16 13:54:18+00:00,1460607162514751488,"@Paytm 
One of my transactions has not reached the beneficiary.

It's been more than a month ago that I am trying to talk to any of your customer care, but no use.

Please help me out at least from your side and give me a call @ 9743444053

Thank you.",Chandra_hb77
15,2021-11-15 17:06:52+00:00,1460293235339763718,"@Paytm @Paytmcare @vijayshekhar why I am not getting any response from ur team. I am waiting for the reply from past 1 months. Does anyone in ur company care about their customers???????
Mobile Number:- 9953082198",SamratG1815
16,2021-11-14 06:04:47+00:00,1459764227334311941,@Chandrakant183 @Paytm Please contact customer care 9339451748,customer674
17,2021-11-13 07:08:26+00:00,1459417855779168260,"@vijayshekhar 
We Indians are really grateful to you for your innovative mind and @Paytm, but now a days customer care service is absolutely broken, we have to wait for hours for a solution, instant live chat support is not yet available !
# 3123760037",Aritra443
18,2021-11-13 06:52:28+00:00,1459413838588116996,"@vijayshekhar @Paytm worst services on bus travel. Booked 2 tickets, 1 bus does not travels on the said route and other bus operator has already stopped it's service. Customer care not helping in any way and giving some or the other excuses.
Order ID : 15804198077, 15803372495.",PPraveen07
19,2021-11-12 10:46:58+00:00,1459110464856543238,"Arthimpact Digital has the worst customer support. Customer care number is always busy. Do not respond to emails.Close my account ""PYTMPPH18865483979568"" and report to CIBIL. @Paytm  does not want take ownership even though account is opened by them
@aprameya_shweta @ArthSocial",kopanathisudhir
20,2021-11-11 07:52:14+00:00,1458704103429730306,"@smar_rt @Paytm @Paytmcare Hi Praveen, We are sorry for the unpleasant experience. You can contact our customer care executive regarding this:- Call Us :-7872478724 or
E-mail Us : helpdesk-support@vmartretail.com",vmartretail
21,2021-11-11 05:55:39+00:00,1458674765942509571,"@FlexsalaryIndia @vivifiindia @Paytm @Paytmcare Hi, Your loan payment on 642466 with Flexsalary of Rs 6600.0  is  processed successfully vide UTR no PYTMR21300553292  on 26/Oct, 03:05 PM  ARN : 6352408064516156606100 If, payment is still not done, we would suggest you to kindly contact the Flexsalary  customer care.",Rebel61345373
22,2021-11-11 02:57:56+00:00,1458630042561380355,"@paytmbankcare @Paytm @Paytmcare can you pls check ticket number  3123559508 ? Seems you have appointed comedians instead of cust care executives. Cost cutting or do you really cares your customers? @vijayshekhar
#PaytmFraud",Abhishe35257568
23,2021-11-09 05:47:57+00:00,1457948049964032000,"@Paytm @Paytmcare Can you please let me know what's the use of your 24*7 customer care, when it's not even responsive even after 40 hours even when the SLA was of 4 hours?

This is regarding support ticket  id

22051687267",shail_adit
24,2021-11-08 14:13:11+00:00,1457712809941233665,@Paytm some person attempted a fraud by posing as the customer care executive of yours.his no is 9861305543 &amp; 9827873869 . amount involved is Rs 92000/- in approx . please help us to get money back @Cyberdost @cyberpolice_up,graminsevak
25,2021-11-08 12:34:28+00:00,1457687966634020869,"@vijayshekhar @Paytm @Paytmcare pathetic service , it’s been a month and refund yet not processed for the service which was not provided , booking ID 15493640756, customer care gives monotonous reply we are working on it , is this how you plan to thug your customers",vaatsalyagupta
26,2021-11-05 05:31:26+00:00,1456494343762550787,"@Paytm @Paytmcare would care resolve my issue asap
I am unable to transfer funds from my wallet to bank account. 
Reaching customer care has been a herculean task as you take ages to get connected and then get hung up.
Ref ticket ID: 3122401206",MustafizAhmed13
27,2021-10-30 12:26:05+00:00,1454424366574444553,"Booked 2 film tickets on 28/10/21 &amp; applied the promocode of 75₹ cashback which said that I'll receive the cashback in 24 hours but still haven't received it. When I call customer care service it says they are busy fighting Covid. 
My order ID is 15755436606 
@Paytm 
@Paytmcare",mc_zillion
28,2021-10-27 15:03:17+00:00,1453376764659388430,@Paytm why can't you guys solve my issue and take my issue seriously. One of the bar customer care. My Ticket no : 3119991124,psvinoth
29,2021-10-27 12:32:42+00:00,1453338869835857923,"@Paytm 
Hi, My account is blocked from past 6 months customer care people are not able to solve my problem I have sent them whatever they have asked including my bank statement of Kotak Mahindra. 9739906665 the number which is blocked. There is money which I am unable to use.",paneeshkumble1
30,2021-10-26 15:23:53+00:00,1453019559326224389,"@nsitharaman I call to npci customer care number provide by twitter 09832966415 to amount debit from my account solution but amount debit from my account rs 39000/- please support me 
@NPCI_NPCI
@RBI @PMOIndia @FinMinIndia @HDFC_Bank @Paytm https://t.co/k5qytWrcFJ",amit07216
31,2021-10-26 12:44:05+00:00,1452979343714439173,"@Paytm @Paytmcare 
Dear Team
My payment has been stucked and I am continuously following up with your customer care executive but still no response has been received
Transaction was initiated yesterday evening via order I'd 15713859061
Please do resolution on immediately basis",kartikmittal12
32,2021-10-26 03:12:16+00:00,1452835440864555008,"@Paytm atleast show the response of my complaint tickets 3119554470 . Yesterday evening my money was deducted from my account but payment was failed , so refund my money ASAP , ur customer care doesn't respond me , I've already send you screen shot",TheDeepakRaja
33,2021-10-22 21:23:36+00:00,1451660534453993472,"@vijayshekhar @Paytm I to petrol pump and i scan there cade after scan completed. I put the amt 455 and it will goes to another merchants account i didn't get refund or paytm customer care sarvice no. Are always busy.

Your transaction of Rs.455.0 to Om Food center under order id 202110181739250095",harshit_125
34,2021-10-22 21:22:39+00:00,1451660294866890755,"@Paytm I to petrol pump and i scan there cade after scan completed. I put the amt 455 and it will goes to another merchants account i didn't get refund or paytm customer care sarvice no. Are always busy.

Your transaction of Rs.455.0 to Om Food center under order id 202110181739250095",harshit_125
35,2021-10-21 07:08:34+00:00,1451082971805470721,"@PaytmTravel @Paytmcare @Paytm @vijayshekhar  You have the worst customer care services for the flights.
I had Booked (Id - 15433334299) a flight for 21st oct from cochin to mumbai which I wished to cancel on 13th oct. I tried cancelling it from the app.

1/3 https://t.co/5Hw6bG9lgS",MahariNavin
36,2021-10-18 12:08:19+00:00,1450071241922990083,It's been 3 days My amount has stuck in transaction as it is debited from my account but receiver didn't receive.amount was considerable for me n I shared proof with @Paytm bt didn't receive reply n couldn't contact customer care plz look at this @vijayshekhar Ticket Id3117197400,Laksh_Ramlod
37,2021-10-17 06:16:35+00:00,1449620338308907008,@Paytm @vijayshekhar @Paytmcare i did rent payment of 49999 rs my mobile num 7045729283 on 16th oct    And it still showing processing also no customer care number for this .. kindly resolve it now .. why it will take  time ..,shyamag12985123
38,2021-10-17 04:46:27+00:00,1449597652790755331,Hi @Paytm not able to reach out to your customer care executive for last 5 days.Amount deducted but order not placed at @Flipkart @flipkartsupport they are saying contact bank and you are saying order successful for PZT21100722426EQGX01 order.Please share the transaction id then.,soumeshbanerjee
39,2021-10-12 19:43:38+00:00,1448011498161246209,"@Paytm For last year ticket I didn't get refund till date. From January every month I call your customer care @Paytm @Paytmcare and I get same feedback that soon i will get refund.
Booking id:10420690172 and complaint ticket I'd : 181 356 524.
I am fedup with your customer care.",senrobotics
40,2021-10-12 13:41:47+00:00,1447920436373856265,"@Paytm @PaytmBank @paytmbankcare 
More than 18 Hours You Block my refunds of the Payment I'll share all the things thru Chat, no response, Customer Care No Answer, Not Contacted after 10 min No Replys it is Your banking services @9425621313
Pls contact",SinghPreetman
41,2021-10-10 10:40:40+00:00,1447150080419524610,"@Paytm @Paytmcare @Paytm Kindly refund the debited amount with the order number-order id- 15463361644 Oder id- 15463729623 Oder id- 15462647230

Your customer care is useless.",KunzKunz11
42,2021-10-09 14:43:12+00:00,1446848725934956546,"Hello 
@Paytmcare @PaytmTravelCare 
 Why you are not refunding for my booking id #10349363811. Refund is already processed by 
@airindiain
 
waiting since last 1 year. no proper response from your customer care or 24*7
on same issue #easemytrip full refunded on time.
@Paytm",latif_sorathiya
43,2021-10-09 09:59:11+00:00,1446777252071440388,@Paytm @Paytmcare @PaytmMoney @PaytmBank i transferred 300rs wrongly to 8778235114 now customer care told to print indemnity and sign and send but i don't have printer and due to covid local shops are closed i request you to reverse the amount,prateek2610
44,2021-10-09 08:45:31+00:00,1446758715726594049,@Paytm fraud company no customer support doesnot care for customers.  Need call back  at 9582226639,gauravshokeen90
