,Unnamed: 0,Datetime,Tweet Id,Text,Username,Follower Count,User ID
7,7,2020-11-12 04:18:59+00:00,1326741255024377856,google pay customer care number/8355844401//8902053259 hores 24×7,porurivenkanna,3,4687086360
27,27,2020-07-08 14:40:32+00:00,1280874412170817536,google pay customer care number 8637857493 https://t.co/qv94tz5jrr,ErikaChamber95,18,795573907520487424
28,28,2020-07-08 14:32:32+00:00,1280872401773801472,google pay customer care number 8637857493 https://t.co/mkly8tk688,AayushiBansal93,84,795933649874976768
29,29,2020-07-08 14:32:32+00:00,1280872400989483008,google pay customer care number 8637857493 https://t.co/cgbz32ml4o,dasrani_das,20,887573824899653632
30,30,2020-07-08 14:32:32+00:00,1280872400532369408,google pay customer care number 8637857493 https://t.co/wlbmubmgjy,AayushiBansal93,84,795933649874976768
31,31,2020-07-08 14:32:32+00:00,1280872399953489924,google pay customer care number 8637857493 https://t.co/tpj2rufwbr,dasrani_das,20,887573824899653632
32,32,2020-07-08 12:33:32+00:00,1280842455307280386,google pay customer care number 8637857493 https://t.co/lpbas4gt8q,MaryDSouza15,31,797030607050051584
40,40,2020-05-11 05:38:35+00:00,1259719532672774144,@9875331783n google pay customer care number,Custome69201611,634,1256938214503350272
41,41,2020-04-29 04:07:47+00:00,1255348028883587074,google pay customer care number 9875331783//https://t.co/fet21miqja https://t.co/jklnvg97is https://t.co/j4wewl6g2x,9875331783N,419,1255339740204806144
42,42,2020-04-29 04:07:28+00:00,1255347946931060737,google pay customer care number 9875331783//https://t.co/fet21miqja https://t.co/efuzy4ifzc,9875331783N,419,1255339740204806144
43,43,2020-04-29 04:07:05+00:00,1255347848813649921,google pay customer care number 9875331783//https://t.co/fet21miqja https://t.co/flgpwqfkxz,9875331783N,419,1255339740204806144
44,44,2020-04-29 04:06:56+00:00,1255347813971607553,google pay customer care number 9875331783//https://t.co/fet21miqja https://t.co/zd4ckzmo9e,9875331783N,419,1255339740204806144
45,45,2020-04-29 04:06:37+00:00,1255347732811825154,google pay customer care number 9875331783//https://t.co/fet21miqja https://t.co/sfs87evdob,9875331783N,419,1255339740204806144
46,46,2020-04-29 04:05:14+00:00,1255347386609815554,9875331783 google pay customer care numberhttps://twitter.com/custome98985113/status/1255332526689837056?s=19 https://t.co/lp2vwmbu99,9875331783N,419,1255339740204806144
71,71,2019-12-29 15:24:13+00:00,1211306936081141760,#googlepay customer care number &gt;06297249489&lt; google pay (tez) - unified payment interface app ✓ know the process to • download ... what are the banks that support google pay 24 hours contact available www.twitter. https://t.co/tz2mloi3jl https://t.co/thzhp5xan1,GmkReddyPspk,1128,143391921
73,73,2019-12-27 13:39:09+00:00,1210555721416245248,google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 c,Parmod05420435,0,1159106420114989057
74,74,2019-12-27 10:50:28+00:00,1210513270789951488,google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 a,Parmod05420435,0,1159106420114989057
75,75,2019-12-27 10:38:55+00:00,1210510362522505216,google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457 google pay customer care number 8102936457,Parmod05420435,0,1159106420114989057
92,92,2019-11-09 05:36:58+00:00,1193039757422411778,"phone pay customer care number 6291042217 9330633855 7998451837 =9330633855
google pay customer care number 9330633855
mumbai maharashtra you don't mind bs6291042217==9330633855=7998451837===9330633855=9330633855

mumbai maharashtra you call me i am waiting open on the phone with https://t.co/fjgu7f0hhg",0dfffdd,0,1164524173420425217
118,118,2019-09-30 12:42:00+00:00,1178651206966595585,"@theofficialsbi my account in bob is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
119,119,2019-09-30 12:41:33+00:00,1178651093317718027,"@bankofbaroda my account in bob is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
120,120,2019-09-30 12:40:47+00:00,1178650898387464192,"@theofficialsbi @theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
121,121,2019-09-30 12:40:42+00:00,1178650877030096896,"@theofficialsbi @theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
122,122,2019-09-30 12:40:35+00:00,1178650849964281857,"@theofficialsbi @theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
123,123,2019-09-30 12:40:30+00:00,1178650826811695104,"@theofficialsbi @theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
124,124,2019-09-30 12:40:23+00:00,1178650800823734274,"@theofficialsbi @theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
125,125,2019-09-30 12:40:17+00:00,1178650774160560128,"@theofficialsbi @theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
126,126,2019-09-30 12:40:11+00:00,1178650749305122817,"@theofficialsbi @theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
127,127,2019-09-30 12:40:06+00:00,1178650729101217792,"@theofficialsbi
my account in sbi is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
128,128,2019-09-30 12:38:26+00:00,1178650310199279616,"@bankofbaroda @bankofbaroda
my account in bank of baroda is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
129,129,2019-09-30 12:38:21+00:00,1178650285876469760,"@bankofbaroda @bankofbaroda
my account in bank of baroda is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
130,130,2019-09-30 12:38:15+00:00,1178650261989949441,"@bankofbaroda @finminindia @dfs_india @nsitharaman @bankofbaroda
my account in bank of baroda is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
131,131,2019-09-30 12:38:06+00:00,1178650226657095683,"@bankofbaroda
my account in bank of baroda is not getting connected in phone pe and google pay...
the account is not getting activated in phone coz no message is coming for verification
can't connect to your customer care  too
please help..
my contact no. 6375524720",HEY_NAANOO,87,868915496032157697
145,145,2019-09-16 02:51:10+00:00,1173429086930128897,google=pay =customer=care=number/6294841557/8956617148google=pay =customer=care=number/6294841557/8956617148google=pay =customer=care=number/6294841557/8956617148google=pay =customer=care=number/6294841557/8956617148google=pay =customer=care=number/6294841557/8956617148,KaranSh54215340,0,1173427316589879297
158,158,2019-08-21 21:56:12+00:00,1164295161817395200,@gvyrmgrsudrts8b google pay customer care number///8927631532///6204323768///vxbvjvj,MannuKu88114606,0,1164293454551121920
172,172,2019-08-05 04:48:15+00:00,1158238262999130112,"#googlepay
google pay customers care number is 8617563578
google pay customers care number is 8617563578
google pay customers care number is 8617563578",RahulGa48453718,0,1153883332590968833
173,173,2019-08-05 04:48:06+00:00,1158238225174913024,"#googlepay
google pay customers care number is 8617563578
google pay customers care number is 8617563578
google pay customers care number is 8617563578#googlepay
google pay customers care number is 8617563578
google pay customers care number is 8617563578",RahulGa48453718,0,1153883332590968833
